state;city;country
Caldas;Pensilvania;Colombia
Caldas;Anserma;Colombia
Caldas;Belalcázar;Colombia
Caldas;Risaralda;Colombia
Caldas;San José;Colombia
Caldas;Viterbo;Colombia
Caldas;Chinchina;Colombia
Caldas;Manizales;Colombia
Caldas;Neira;Colombia
Caldas;Palestina;Colombia
Caldas;Villamaria;Colombia
Caldas;Aguadas;Colombia
Caldas;Aranzazu;Colombia
Caldas;Pácora;Colombia
Caldas;Salamina;Colombia
Caldas;La Dorada;Colombia
Caldas;Norcasia;Colombia
Caldas;Samaná;Colombia
Caldas;Victoria;Colombia
Caqueta;Albania;Colombia
Caqueta;Belén De Los Andaquies;Colombia
Caqueta;Cartagena Del Chairá;Colombia
Caqueta;Currillo;Colombia
Caqueta;El Doncello;Colombia
Caqueta;El Paujil;Colombia
Caqueta;Florencia;Colombia
Caqueta;La Montañita;Colombia
Caqueta;Milan;Colombia
Caqueta;Morelia;Colombia
Caqueta;Puerto Rico;Colombia
Caqueta;San Jose Del Fragua;Colombia
Caqueta;San Vicente Del Caguán;Colombia
Caqueta;Solano;Colombia
Caqueta;Solita;Colombia
Caqueta;Valparaiso;Colombia
Casanare;Aguazul;Colombia
Casanare;Chameza;Colombia
Casanare;Hato Corozal;Colombia
Casanare;La Salina;Colombia
Casanare;Maní;Colombia
Casanare;Monterrey;Colombia
Casanare;Nunchía;Colombia
Casanare;Orocué;Colombia
Casanare;Paz De Ariporo;Colombia
Casanare;Pore;Colombia
Casanare;Recetor;Colombia
Casanare;Sabanalarga;Colombia
Casanare;Sácama;Colombia
Casanare;San Luis De Palenque;Colombia
Casanare;Támara;Colombia
Casanare;Tauramena;Colombia
Casanare;Trinidad;Colombia
Casanare;Villanueva;Colombia
Casanare;Yopal;Colombia
Cauca;Cajibío;Colombia
Cauca;El Tambo;Colombia
Cauca;La Sierra;Colombia
Cauca;Morales;Colombia
Cauca;Piendamo;Colombia
Cauca;Popayán;Colombia
Cauca;Rosas;Colombia
Cauca;Sotara;Colombia
Cauca;Timbio;Colombia
Cauca;Buenos Aires;Colombia
Cauca;Caloto;Colombia
Cauca;Corinto;Colombia
Cauca;Miranda;Colombia
Cauca;Padilla;Colombia
Cauca;Puerto Tejada;Colombia
Cauca;Santander De Quilichao;Colombia
Cauca;Suarez;Colombia
Cauca;Villa Rica;Colombia
Cauca;Guapi;Colombia
Cauca;Lopez;Colombia
Cauca;Timbiqui;Colombia
Cauca;Caldono;Colombia
Cauca;Inzá;Colombia
Cauca;Jambalo;Colombia
Cauca;Paez;Colombia
Cauca;Purace;Colombia
Cauca;Silvia;Colombia
Cauca;Toribio;Colombia
Cauca;Totoro;Colombia
Cauca;Almaguer;Colombia
Cauca;Argelia;Colombia
Cauca;Balboa;Colombia
Cauca;Bolívar;Colombia
Cauca;Florencia;Colombia
Cauca;La Vega;Colombia
Cauca;Mercaderes;Colombia
Cauca;Patia;Colombia
Cauca;Piamonte;Colombia
Cauca;San Sebastian;Colombia
Cauca;Santa Rosa;Colombia
Cauca;Sucre;Colombia
Cesar;Becerril;Colombia
Cesar;Chimichagua;Colombia
Cesar;Chiriguana;Colombia
Cesar;Curumaní;Colombia
Cesar;La Jagua De Ibirico;Colombia
Cesar;Pailitas;Colombia
Cesar;Tamalameque;Colombia
Cesar;Astrea;Colombia
Cesar;Bosconia;Colombia
Cesar;El Copey;Colombia
Cesar;El Paso;Colombia
Cesar;Agustín Codazzi;Colombia
Cesar;La Paz;Colombia
Cesar;Manaure;Colombia
Cesar;Pueblo Bello;Colombia
Cesar;San Diego;Colombia
Cesar;Valledupar;Colombia
Cesar;Aguachica;Colombia
Cesar;Gamarra;Colombia
Cesar;González;Colombia
Cesar;La Gloria;Colombia
Cesar;Pelaya;Colombia
Cesar;Río De Oro;Colombia
Cesar;San Alberto;Colombia
Cesar;San Martín;Colombia
Choco;Atrato;Colombia
Choco;Bagadó;Colombia
Choco;Bojaya;Colombia
Choco;El Carmen De Atrato;Colombia
Choco;Lloró;Colombia
Choco;Medio Atrato;Colombia
Choco;Quibdó;Colombia
Choco;Rio Quito;Colombia
Choco;Acandí;Colombia
Choco;Belén De Bajira;Colombia
Choco;Carmén Del Darién;Colombia
Choco;Riosucio;Colombia
Choco;Unguía;Colombia
